Title,Post Id,Name of poster,Id of poster,Time,Question score,Question views,Question answers,Tags,Closed,Accepted answer
How do I quickly refill all the snacks in my inventory in GTA Online?,400806,galacticninja,4797,"Dec 20, 2022 at 9:08",0,144,1,['minecraft-bedrock-edition'],False,False
When does the overdrive meter go up or down with a certain action?,400805,d4zed,241385,"Dec 20, 2022 at 9:06",0,214,1,"['hardware', 'nintendo-ds']",False,False
Witcher 3 New Game + option is greyed out,400804,Kenny Wyland,133931,"Dec 20, 2022 at 5:56",1,323,1,"['technical-issues', 'dragonvale']",True,False
How to create a specific helmet that will make the player's speed decreased when worn?,400801,VeryHotClara,298211,"Dec 19, 2022 at 22:48",-1,58,1,"['linux', 'supertux']",False,False
Can I extend how long a hammer lasts by throwing it into the air?,400800,Stevoisiak,181240,"Dec 19, 2022 at 20:57",1,18,0,['hogwarts-legacy'],False,False
What do all of the stats icons represent?,400796,GnomeSlice,3114,"Dec 19, 2022 at 15:07",1,43,1,"['minecraft-commands', 'minecraft-bedrock-edition']",False,False
Raiden National - How to use?,400794,prout,205500,"Dec 19, 2022 at 13:21",0,153,0,['gamedec'],False,False
How to rebel or revolt against liege? [closed],400793,Kobrakixx,298197,"Dec 19, 2022 at 13:01",0,182,1,"['minecraft-commands', 'minecraft-bedrock-edition']",False,False
Do long tasks decrease the timer more than short tasks during Hide and Seek?,400789,Stevoisiak,181240,"Dec 19, 2022 at 2:21",1,16,0,['game-identification'],True,False
How do I run Dwarfs!? on Linux?,400787,aphid,181240,"Dec 19, 2022 at 1:37",2,175,1,"['minecraft-java-edition', 'minecraft-commands']",False,False
How to get 120 Hz 4K out of my television and game on Xbox series X?,400786,Daron moore jr,298175,"Dec 18, 2022 at 22:53",0,18,0,['valheim'],False,False
What is an unflankable target as per Deadeye?,400783,Harry,17678,"Dec 18, 2022 at 17:14",0,81,1,['the-sims-4'],False,False
"Now that LoL / Valorant is added to Gamepass, how can I redeem their benefit without installing it from Microsoft store?",400780,Skye-AT,282193,"Dec 18, 2022 at 11:33",0,62,1,['evil-genius-2'],False,False
Who is this guy holding a gold sword who appeared after I returned home via a portal?,400776,Rebecca J. Stones,126434,"Dec 18, 2022 at 8:37",3,121,1,['hogwarts-legacy'],False,False
Where are the best places to farm Mytes and Greebles?,400775,Wolf,21177,"Dec 18, 2022 at 4:24",0,3k,0,['hogwarts-legacy'],False,False
How to transfer savedata from player A to player B on Minecraft Bedrock Server?,400767,Tyler Selden,269116,"Dec 17, 2022 at 19:03",4,65,0,"['pokemon-series', 'pokemon-second-generation']",False,False
Is there any way I can play multiplayer Terraria on a single display on the Steam Deck?,400764,Deoxal,218921,"Dec 17, 2022 at 15:36",0,47,0,['minecraft-bedrock-edition'],True,False
What's wrong with this command?,400762,HYRY,298141,"Dec 17, 2022 at 12:40",1,236,1,"['ps4', 'controllers']",True,False
issues connecting to worlds on switch [bedrock] [duplicate],400761,IDK,172582,"Dec 17, 2022 at 10:52",0,9,0,"['controllers', 'ps5']",False,False
How do I stop looking through binoculars?,400756,Stevoisiak,181240,"Dec 16, 2022 at 23:05",1,124,1,['steam'],False,False
Are any Doom pre-release versions' source code available?,400755,StuperUser,6462,"Dec 16, 2022 at 22:40",1,16,0,['minecraft-java-edition'],False,False
What is that item's rarity in Diablo 3?,400752,NeZ0X,298116,"Dec 16, 2022 at 21:43",3,155,1,"['minecraft-java-edition', 'minecraft-commands']",False,False
How come the second wand configuration shoots faster than the first?,400751,user2315111,246288,"Dec 16, 2022 at 17:16",1,67,0,['yu-gi-oh-master-duel'],False,False
Location of PUBG installed on Mac m1 through Steam on Crossover,400743,Opeyemi Noah Lawal,298088,"Dec 16, 2022 at 0:23",0,45,0,['game-identification'],True,False
How do I undo cheating to unlock MissingNo?,400742,Stevoisiak,181240,"Dec 15, 2022 at 23:12",4,92,0,['cities-skylines'],False,False
Can banished items appear in chests?,400740,Stevoisiak,181240,"Dec 15, 2022 at 23:03",1,46,1,['minecraft-bedrock-edition'],False,False
What challenges are invalidated with Acrophobia?,400739,Batophobia,42984,"Dec 15, 2022 at 22:37",1,28,0,"['minecraft-commands', 'cheats']",False,False
How can I create this circuit to only allow items into a belt section when a certain amount exits the section?,400737,Jeff Mercado,8995,"Dec 15, 2022 at 20:09",2,113,1,"['minecraft-commands', 'minecraft-bedrock-edition']",False,False
Tips and tricks for finding Scriptures and Grimoires,400736,Neon1024,5357,"Dec 15, 2022 at 19:15",1,67,1,['minecraft-java-edition'],False,False
Can't turn off read only for Steam folder,400730,geoJshaun,295352,"Dec 15, 2022 at 17:45",1,58,1,['fifa-18'],True,False
Can a Pentagram destroy experience orbs while a Vacuum is in effect?,400729,Stevoisiak,181240,"Dec 15, 2022 at 16:43",2,24,0,"['pc', 'controllers']",True,False
Are there any trophies that are impossible to acquire in next gen consoles on NG+?,400727,Matheus Bernardes,298074,"Dec 15, 2022 at 14:51",0,119,0,"['minecraft-java-edition', 'mod-identification']",True,False
Is there a way to freeze the world?,400724,Joachim,298074,"Dec 15, 2022 at 9:10",3,59,0,"['minecraft-java-edition', 'minecraft-java-edition-server', 'windows', 'networking']",True,False
Which cards does Heimdall move?,400723,hb20007,227982,"Dec 15, 2022 at 8:24",1,125,1,['genshin-impact'],False,False
I am getting double input on my controller,400722,shadi shtaklef,298063,"Dec 15, 2022 at 7:57",0,110,0,['zelda-breath-of-the-wild'],False,False
What weaponized vehicles can be used in Contact Missions?,400721,galacticninja,4797,"Dec 15, 2022 at 6:35",0,156,0,['puzzle-spy'],False,False
How can I give (or sell?) my dwarves mugs,400720,aslum,1804,"Dec 15, 2022 at 1:40",5,378,1,['borderlands-2'],False,False
Odds of 9 diamonds from 8 ore with fortune 3?,400718,Aceplante,249240,"Dec 14, 2022 at 22:48",0,97,2,['geometry-dash'],False,False
How to add a blank line onto a scoreboard in Minecraft,400713,Tsain,298009,"Dec 14, 2022 at 9:54",2,44,0,"['minecraft-java-edition', 'minecraft-commands']",False,False
Increase scoreboard when player eats food with certain tag,400708,Blorpal,298022,"Dec 13, 2022 at 21:57",0,48,2,"['minecraft-commands', 'minecraft-bedrock-edition']",False,False
What do the stars on my save mean in Little Inferno?,400706,Stevoisiak,181240,"Dec 13, 2022 at 21:04",1,48,1,"['controllers', 'xbox-one', 'windows-10']",False,False
When does Little Inferno save?,400704,Stevoisiak,181240,"Dec 13, 2022 at 19:25",2,63,0,['enter-the-gungeon'],False,False
"If I buy another disc copy of a game, will my saved files (saved to my Xbox Profile) still be there for the other disc?",400699,hugetigert,298010,"Dec 13, 2022 at 14:01",1,47,1,['hi-fi-rush'],False,False
@s not working in /execute command,400697,Tsain,298009,"Dec 13, 2022 at 13:22",1,45,1,"['minecraft-java-edition', 'minecraft-java-edition-server']",False,False
Can Voracious Reader be completed with chapter select?,400694,Stevoisiak,181240,"Dec 13, 2022 at 3:50",0,24,1,['emperor-rise-of-the-middle-kingdom'],False,False
Enable ambient sounds on inventory screen in the Enhanced Editions of the Infinity Engine games,400693,Andreas,204327,"Dec 13, 2022 at 2:42",1,23,0,"['agar.io', 'diep.io', 'surviv.io']",True,False
How do I give each player a random unit in the start of the game?,400692,Red Master,297991,"Dec 13, 2022 at 0:07",1,40,0,"['minecraft-java-edition', 'technical-issues', 'minecraft-launcher']",True,False
When does the virtual snail shop open?,400687,Stevoisiak,181240,"Dec 12, 2022 at 19:01",2,48,1,['unity-games'],True,False
Pepper falsely claims there are no coins left in Turbine Town,400684,Stevoisiak,181240,"Dec 12, 2022 at 18:20",1,37,1,['pokemon-go'],False,False
Item collection cap,400681,prout,181240,"Dec 12, 2022 at 11:11",0,10,0,['the-witcher-3'],False,False
Where can I find exactly what each card status means in Midnight Suns?,400680,Dalmarus,290061,"Dec 12, 2022 at 9:15",4,255,0,['minecraft-bedrock-edition'],False,False
Does collecting apples do anything?,400677,Stevoisiak,181240,"Dec 12, 2022 at 7:11",0,39,1,"['hardware', 'nintendo-ds']",False,False
How do I swim to the big frog statue without standing on anything?,400676,Stevoisiak,181240,"Dec 12, 2022 at 5:50",1,36,1,"['technical-issues', 'dragonvale']",True,False
"Do higher-tier monsters spawn at world creation, or only through evolution?",400675,Izzy,23188,"Dec 12, 2022 at 5:21",0,19,0,"['linux', 'supertux']",False,False
Do Star Pipes always bring you to the correct jar on Kamek's Library?,400674,Stevoisiak,181240,"Dec 12, 2022 at 4:07",0,23,0,['hogwarts-legacy'],False,False
Does a capsule's color from the Shell-Out Machine mean anything?,400673,Stevoisiak,181240,"Dec 12, 2022 at 4:02",0,66,1,"['minecraft-commands', 'minecraft-bedrock-edition']",False,False
"What does the text under ""Militia Commander"" title mean?",400670,TheBird956,80793,"Dec 11, 2022 at 23:25",3,69,1,['gamedec'],False,False
Does weather affect car handling?,400665,Robert Columbia,80793,"Dec 11, 2022 at 20:47",1,25,0,"['minecraft-commands', 'minecraft-bedrock-edition']",False,False
Can you collect all the characters in No Sweat mode?,400664,Beats and Rice,297958,"Dec 11, 2022 at 19:46",1,35,0,['game-identification'],True,False
What determines whether I can see a Pokémon's size records in the Pokedex?,400663,F1Krazy,188978,"Dec 11, 2022 at 19:20",5,879,1,"['minecraft-java-edition', 'minecraft-commands']",False,False
Will Prof Birch give a gen 2 starter without beating the Elite 4?,400661,Guy,54902,"Dec 11, 2022 at 17:21",1,41,0,['valheim'],False,False
What is the term for a game where crossing the stage fills out the area unoccupied by units?,400660,Pierre Arlaud,73488,"Dec 11, 2022 at 17:20",2,76,0,['the-sims-4'],False,False
"How does the ""Everlasting flame"" engraving actually work?",400654,Yasskier,130191,"Dec 11, 2022 at 5:17",0,71,0,['evil-genius-2'],False,False
How do we link an items nbt numbers to a scoreboard number?,400652,Athryn,266679,"Dec 11, 2022 at 0:15",2,56,0,['hogwarts-legacy'],False,False
Is there a way to make PC game pass installs and updates continue after a Windows reboot?,400648,Nzall,69166,"Dec 10, 2022 at 21:46",1,20,0,['hogwarts-legacy'],False,False
Set a shutdown time for Steam Deck?,400645,lobati,172814,"Dec 10, 2022 at 18:59",5,213,1,"['pokemon-series', 'pokemon-second-generation']",False,False
What effects do the weapon modifiers have?,400644,Neon1024,5357,"Dec 10, 2022 at 17:50",1,426,1,['minecraft-bedrock-edition'],True,False
dynmap rendered map not loading on web page,400640,Caledonian26,297928,"Dec 10, 2022 at 11:41",0,47,0,"['ps4', 'controllers']",True,False
How can I complete the weekly Genius Invokation TCG challenges?,400639,Neon1024,5357,"Dec 10, 2022 at 10:47",0,1k,1,"['controllers', 'ps5']",False,False
Generic gamepad controllers not working with It Takes Two,400638,Tjorriemorrie,297924,"Dec 10, 2022 at 9:23",1,211,2,['steam'],False,False
Why is Steam asking for verification code when I don't have Steam Guard?,400634,Millard,249046,"Dec 10, 2022 at 6:04",9,755,1,['minecraft-java-edition'],False,False
How to reach the Mun?,400631,Deko Revinio -leaning away-,249046,"Dec 9, 2022 at 22:13",2,344,1,"['minecraft-java-edition', 'minecraft-commands']",False,False
How can I create work orders that accept multiple materials?,400628,TheBird956,80793,"Dec 9, 2022 at 18:39",6,290,1,['yu-gi-oh-master-duel'],False,False
"How can I see ""idlers"" count?",400627,TheBird956,80793,"Dec 9, 2022 at 18:36",3,210,1,['game-identification'],True,False
What does the padlock icon in Pokemon summary page mean?,400624,pinckerman,87579,"Dec 9, 2022 at 14:59",4,283,1,['cities-skylines'],False,False
Minecraft make an individual 50/50 check,400623,Phillip,297900,"Dec 9, 2022 at 14:10",1,37,1,['minecraft-bedrock-edition'],False,False
"Why is it called ""Time Portal"" when the time travel was just a byproduct of Link being too young?",400620,Raildex,263230,"Dec 9, 2022 at 6:29",4,113,1,"['minecraft-commands', 'cheats']",False,False
How can I get the best deal at the auction?,400617,Laurel,153006,"Dec 9, 2022 at 2:49",3,305,0,"['minecraft-commands', 'minecraft-bedrock-edition']",False,False
Does Genetic Code Breeding increase the stats of my companion in any way?,400616,Ben,73976,"Dec 9, 2022 at 1:53",1,39,1,['minecraft-java-edition'],False,False
New update on Star Stable says that cards with OpenGL 4.0 or less won't support snow. I see 4.5 on my output and I can't see snow,400615,Kaylinn Asplund,292996,"Dec 9, 2022 at 1:06",2,24,0,['fifa-18'],True,False
Roblox parental control does not work,400614,Penelope Hamilton,297886,"Dec 8, 2022 at 23:53",0,219,0,"['pc', 'controllers']",True,False
How to rocket jump with Axton?,400613,Vipin Verma,33174,"Dec 8, 2022 at 21:56",2,73,0,"['minecraft-java-edition', 'mod-identification']",True,False
STEAM unable to find Steam Games on another SSD,400612,abraxys,297879,"Dec 8, 2022 at 20:34",0,58,1,"['minecraft-java-edition', 'minecraft-java-edition-server', 'windows', 'networking']",True,False
Can I get both the Tree Town Chief trade and Armor Town Collector's cards before finishing the Ore gathering quest?,400611,Malady,108916,"Dec 8, 2022 at 18:32",0,21,0,['genshin-impact'],False,False
What happens if you score more than 99 points in volleyball?,400608,Stevoisiak,181240,"Dec 8, 2022 at 17:16",19,4k,1,['zelda-breath-of-the-wild'],False,False
Prevent Minecraft from synching saved resources,400605,j0h,181240,"Dec 8, 2022 at 13:40",2,90,1,['puzzle-spy'],False,False
What's the purpose of asking for advice when a Pokemon learns a new move?,400602,pinckerman,87579,"Dec 8, 2022 at 11:56",7,809,1,['borderlands-2'],False,False
How long do I need to wait before I can activate Steam keys again?,400597,Stevoisiak,181240,"Dec 8, 2022 at 4:37",18,3k,1,['geometry-dash'],False,False
Easier way to turn deepslate/stone to cobbled deepslate/cobbled stone,400587,Jason C,181240,"Dec 7, 2022 at 15:30",1,373,2,"['minecraft-java-edition', 'minecraft-commands']",False,False
How do I cure Orb Piercer poison?,400584,Stevoisiak,181240,"Dec 7, 2022 at 5:16",1,176,1,"['minecraft-commands', 'minecraft-bedrock-edition']",False,False
"How to get out of the building after collecting the money bags in ""Death to a traitor"" mission?",400582,Kevin Greene,297828,"Dec 7, 2022 at 2:29",1,45,0,"['controllers', 'xbox-one', 'windows-10']",False,False
How to explain constant freezings in a game ASSUMING hardware specs are ok?,400578,Dims,93665,"Dec 6, 2022 at 21:17",0,46,1,['enter-the-gungeon'],False,False
Trying to get to homebrew on my Wii RVL-001,400576,Kevin Greene,297828,"Dec 6, 2022 at 18:39",0,45,0,['hi-fi-rush'],False,False
"In Dwarf Fortress, why can't I plant any seeds on the farm plot even though I have 50? seeds?",400575,AlphaCentauri,227200,"Dec 6, 2022 at 17:58",7,4k,1,"['minecraft-java-edition', 'minecraft-java-edition-server']",False,False
How can I set the block.bell.hit sound effect to a specific pitch?,400574,Matthew Mozingo,297825,"Dec 6, 2022 at 16:53",1,82,1,['emperor-rise-of-the-middle-kingdom'],False,False
How do I add/Invite my friend on Warframe Crossplay?,400571,Ben,73976,"Dec 5, 2022 at 22:43",3,20k,1,"['agar.io', 'diep.io', 'surviv.io']",True,False
How to tell apart base game and DLC scenarios in Gloomhaven?,400570,DevAir1,226516,"Dec 5, 2022 at 21:47",2,92,1,"['minecraft-java-edition', 'technical-issues', 'minecraft-launcher']",True,False
How do I farm the Sand Hawk optimally?,400569,Vipin Verma,33174,"Dec 5, 2022 at 21:09",1,258,0,['unity-games'],True,False
Should I be worried about getting struck by lightning?,400568,Stevoisiak,181240,"Dec 5, 2022 at 20:46",1,26,0,['pokemon-go'],False,False
Does lunging use more stamina than wall-climbing?,400567,Stevoisiak,181240,"Dec 5, 2022 at 20:17",0,18,0,['the-witcher-3'],False,False
What does a circular number icon on an item mean?,400565,Stevoisiak,181240,"Dec 5, 2022 at 19:53",0,19,1,['minecraft-bedrock-edition'],False,False
What is wrong with my Terraria character?,400561,Gehrig Michael,297795,"Dec 5, 2022 at 17:46",0,109,1,"['hardware', 'nintendo-ds']",False,False
Do charged attacks drain durability faster?,400555,Stevoisiak,181240,"Dec 5, 2022 at 5:59",0,14,0,"['technical-issues', 'dragonvale']",True,False
Does Kubrow Breeding allow for other Kubrow Variants?,400554,Ben,73976,"Dec 5, 2022 at 3:26",1,107,1,"['linux', 'supertux']",False,False
How quickly does hunger drain?,400553,Stevoisiak,181240,"Dec 5, 2022 at 1:15",0,26,0,['hogwarts-legacy'],False,False
Which loadout is best at destroying tanks in tf2 MvM?,400549,AzulShiva,168977,"Dec 5, 2022 at 0:16",2,102,1,"['minecraft-commands', 'minecraft-bedrock-edition']",False,False
Will a Pokemon in an out of state gym come back?,400546,Phoenix Chase,297767,"Dec 4, 2022 at 19:55",14,5k,3,['gamedec'],False,False
How are damage resistances calculated in tf2 MVM?,400544,AzulShiva,168977,"Dec 4, 2022 at 19:04",2,41,1,"['minecraft-commands', 'minecraft-bedrock-edition']",False,False
How to only allow vanilla/Optifine players to join a Minecraft server?,400542,Speed,297758,"Dec 4, 2022 at 7:58",0,227,1,['game-identification'],True,False
"At Bleake Island, how do I destroy a breakable wall that is above me, so that I could get to a Riddler Trophy?",400539,Cheese Hitman,297748,"Dec 3, 2022 at 22:58",0,59,0,"['minecraft-java-edition', 'minecraft-commands']",False,False
Is there any way to start Steam in offline mode with code after the new steam client? [duplicate],400538,Aubergine,295,"Dec 3, 2022 at 22:51",0,42,0,['valheim'],False,False
How can I easily find world quests?,400536,Neon1024,5357,"Dec 3, 2022 at 18:42",0,134,1,['the-sims-4'],False,False
Is using Thief to get all the cards faster than getting them in any other run?,400535,Malady,5357,"Dec 3, 2022 at 18:02",0,27,0,['evil-genius-2'],False,False
What happens if I hold onto the Skeleton Key? [duplicate],400534,Coomie,12035,"Dec 3, 2022 at 16:44",0,46,0,['hogwarts-legacy'],False,False
FIFA 23 on PS5 from the PS store as a Christmas present,400530,user297730,297730,"Dec 3, 2022 at 7:28",2,64,2,['hogwarts-legacy'],False,False
How do I eat a Hegui Fruit?,400528,Stevoisiak,297730,"Dec 2, 2022 at 23:20",1,56,0,"['pokemon-series', 'pokemon-second-generation']",False,False
Minecraft 1.19.2 Bug or a Misunderstanding of Command Blocks?,400525,Thomas Ward,7835,"Dec 2, 2022 at 21:01",0,173,1,['minecraft-bedrock-edition'],True,False
Where are the Ruin Crystals (PDA batteries) in Blast Brigade vs. the Evil Legion of Dr. Cread,400518,Flaw,62300,"Dec 2, 2022 at 2:51",2,24,0,"['ps4', 'controllers']",True,False
Does the fraction in the bottom right of the character card serve any purpose in Rogue Legacy?,400517,Dubsta,62300,"Dec 2, 2022 at 2:20",5,50,0,"['controllers', 'ps5']",False,False
Logging into my own server results in Authentication servers are down,400515,Gucchi,297696,"Dec 1, 2022 at 21:04",1,343,1,['steam'],False,False
Set usage limit on minecraft command block?,400514,Thomas Ward,7835,"Dec 1, 2022 at 20:24",1,105,2,['minecraft-java-edition'],False,False
How does the shiny charm affect union circles?,400510,Wondercricket,124566,"Dec 1, 2022 at 16:18",3,5k,1,"['minecraft-java-edition', 'minecraft-commands']",False,False
Check if player has an item in Minecraft and if so remove it,400509,vortX,297691,"Dec 1, 2022 at 12:05",-2,143,2,['yu-gi-oh-master-duel'],False,False
What in the world is an Allay?,400505,LeBiscuit,239544,"Dec 1, 2022 at 5:22",0,156,2,['game-identification'],True,False
Where is the Moon Whistle Cave Raider for Search Quest?,400503,Stevoisiak,239544,"Nov 30, 2022 at 20:46",0,105,1,['cities-skylines'],False,False
Make ocean monument spawn at absolute Y height,400502,Aceplante,239544,"Nov 30, 2022 at 20:05",1,38,0,['minecraft-bedrock-edition'],False,False
Steam is unable to find mangohud when included in launch option,400497,Quan,297660,"Nov 30, 2022 at 16:21",2,318,1,"['minecraft-commands', 'cheats']",False,False
"What happens if you ""Get 100 Stars"" in the Final 5 Frenzy?",400483,Stevoisiak,297660,"Nov 30, 2022 at 5:28",1,125,1,"['minecraft-commands', 'minecraft-bedrock-edition']",False,False
What does a bone icon on an item mean?,400482,Stevoisiak,297660,"Nov 30, 2022 at 4:48",1,51,1,['minecraft-java-edition'],False,False
What do difficulty levels do in Frogger 2: Swampy's Revenge?,400480,Stevoisiak,181240,"Nov 30, 2022 at 4:47",2,46,1,['fifa-18'],True,False
"Can a Pokemon remember a move they previously had, but are not normally able to learn?",400477,Unionhawk,20306,"Nov 30, 2022 at 1:08",7,2k,1,"['pc', 'controllers']",True,False
"At what points do the numbers of Lucky Dice that can be gotten, change?",400476,Malady,108916,"Nov 29, 2022 at 21:49",0,20,0,"['minecraft-java-edition', 'mod-identification']",True,False
ShadowPlay disabled when connecting through Remote Desktop,400475,Rowan Mulder,297635,"Nov 29, 2022 at 20:38",2,58,0,"['minecraft-java-edition', 'minecraft-java-edition-server', 'windows', 'networking']",True,False
Is it possible to mute the Allays?,400464,Joe Cabezas,31140,"Nov 29, 2022 at 9:19",6,2k,4,['genshin-impact'],False,False
What's the stat difference between a Pokemon hatched with 6IV to a Pokemon whose IVs are from Hyper Training?,400454,Phoenix,145459,"Nov 29, 2022 at 1:00",1,480,1,['zelda-breath-of-the-wild'],False,False
Does anyone know how to use the /give command for enchanted tools or armor on Pocket Edition 1.19? [duplicate],400453,Wisher,297602,"Nov 29, 2022 at 0:46",0,60,1,['puzzle-spy'],False,False
Where can I find limber scales?,400452,Stevoisiak,181240,"Nov 28, 2022 at 23:47",1,463,2,['borderlands-2'],False,False
"What is this RTS that seems to be based on the real world, with modern military units?",400450,CKA,297599,"Nov 28, 2022 at 22:59",10,3k,1,['geometry-dash'],False,False
How much damage reduction do Empowering Sigils give?,400449,Malady,108916,"Nov 28, 2022 at 19:57",0,26,0,"['minecraft-java-edition', 'minecraft-commands']",False,False
Can you get INTERmission without buying FF7R again?,400446,Fredy31,15236,"Nov 28, 2022 at 19:34",3,77,1,"['minecraft-commands', 'minecraft-bedrock-edition']",False,False
How do I get more critical captures?,400445,Tinkeringbell,205399,"Nov 28, 2022 at 15:17",2,5k,2,"['controllers', 'xbox-one', 'windows-10']",False,False
What was the lore behind Genshin Fabulous Fungus Frenzy secret events?,400444,Ꮢedacted,263019,"Nov 28, 2022 at 14:39",1,58,0,['enter-the-gungeon'],False,False
How do I put items in a chest [duplicate],400441,user101714,101714,"Nov 28, 2022 at 9:17",0,17,0,['hi-fi-rush'],False,False
How do I switch arrow types in Made in Abyss?,400439,Stevoisiak,181240,"Nov 28, 2022 at 7:16",0,32,1,"['minecraft-java-edition', 'minecraft-java-edition-server']",False,False
Where do baby ducklings come from?,400438,Stevoisiak,181240,"Nov 28, 2022 at 6:50",2,355,0,['emperor-rise-of-the-middle-kingdom'],False,False
How to keep Ultrawide (32:9) ratio in Elden Ring,400436,Gamermod,182083,"Nov 28, 2022 at 5:50",1,293,0,"['agar.io', 'diep.io', 'surviv.io']",True,False
"In the Resident Evil remakes, who is higher, Chief Irons or Albert Wesker?",400435,Crafter,290704,"Nov 28, 2022 at 4:45",0,29,0,"['minecraft-java-edition', 'technical-issues', 'minecraft-launcher']",True,False
"Minecraft server on Raspberry Pi 3 crashes before launching, but it worked once",400432,Samstercraft,290704,"Nov 28, 2022 at 3:29",0,76,0,['unity-games'],True,False
Are blocks in hand considered items?,400430,leguchi,296725,"Nov 28, 2022 at 0:03",0,62,2,['pokemon-go'],False,False
What are sticker challenges and can I view my stickers?,400427,Neon1024,296725,"Nov 27, 2022 at 20:16",0,171,1,['the-witcher-3'],False,False
Can I play Starcraft II with a friend if I have the free version?,400426,Gabriel Moraru,87939,"Nov 27, 2022 at 17:29",2,305,2,['minecraft-bedrock-edition'],False,False
How to beat Night 5 in FNAF 1?,400425,Marshall,297550,"Nov 27, 2022 at 10:00",1,79,0,"['hardware', 'nintendo-ds']",False,False
Is it possible to test if a player has a custom named item in a specific slot?,400423,Breaddog,297536,"Nov 26, 2022 at 23:34",0,62,0,"['technical-issues', 'dragonvale']",True,False
How can I create a slime that can be used as a soccer ball in Minecraft 1.16.5?,400421,Havicc,297533,"Nov 26, 2022 at 23:07",0,61,1,"['linux', 'supertux']",False,False
Are there any 4 star healing foods?,400415,Neon1024,5357,"Nov 26, 2022 at 14:35",2,145,1,['hogwarts-legacy'],False,False
How do I bring my map back to normal in Skyrim?,400414,bakugouh,297523,"Nov 26, 2022 at 13:04",4,1k,1,"['minecraft-commands', 'minecraft-bedrock-edition']",False,False
What is this iOS cover shooter called? [closed],400410,Clara,297511,"Nov 26, 2022 at 3:53",-3,83,1,['gamedec'],False,False
Where are the Minecraft folders in a Samsung S21? [duplicate],400409,KingMe102,193566,"Nov 26, 2022 at 1:44",0,37,0,"['minecraft-commands', 'minecraft-bedrock-edition']",False,False
GTA 5 no mission after Gateaway Vehicle is parked,400408,Nisaq Awan,297502,"Nov 25, 2022 at 21:33",0,32,0,['game-identification'],True,False
How do I solve Untrusted's levels? [closed],400406,mhchem,297493,"Nov 25, 2022 at 17:47",1,98,1,"['minecraft-java-edition', 'minecraft-commands']",False,False
Steam microphone configuration file,400403,Florian Wendelborn,119640,"Nov 25, 2022 at 13:45",0,16,0,['valheim'],False,False
Do I get more reputation from keeping a majority species happy?,400400,Comic Sans Seraphim,119640,"Nov 25, 2022 at 13:38",3,93,1,['the-sims-4'],False,False
How can two squads of friends join the same DMZ instance?,400398,Neon1024,5357,"Nov 25, 2022 at 12:52",0,11k,1,['evil-genius-2'],False,False
Launching non-Flatpak Discord from Steam on a Steam Deck,400397,Larnu,5357,"Nov 25, 2022 at 10:50",0,187,1,['hogwarts-legacy'],False,False
Problem with green screen on PS3 after freeze,400395,Danielle Sell,297476,"Nov 25, 2022 at 9:28",0,55,0,['hogwarts-legacy'],False,False
Is there an explanation why only humans need the spirits to cast spells?,400393,Raildex,263230,"Nov 25, 2022 at 8:45",0,30,0,"['pokemon-series', 'pokemon-second-generation']",False,False
How do boost multipliers work on Aggression cars?,400389,Stevoisiak,181240,"Nov 25, 2022 at 7:55",0,17,1,['minecraft-bedrock-edition'],True,False
What Proton version is being used automatically for each game?,400387,Malady,181240,"Nov 24, 2022 at 23:13",3,160,1,"['ps4', 'controllers']",True,False
Can I disable slow motion for stunt jumps?,400384,Stevoisiak,181240,"Nov 24, 2022 at 19:58",0,11,0,"['controllers', 'ps5']",False,False
How can I tweak a basic MAME config (mame.ini) so the games display on an LCD screen as if it were a CRT screen in 2022?,400381,Giacomo1968,50786,"Nov 24, 2022 at 19:08",0,96,1,['steam'],False,False
What are the white lines on the edge of walls?,400379,Neon1024,5357,"Nov 24, 2022 at 18:54",1,89,1,['minecraft-java-edition'],False,False
How do weather changes work during battle?,400378,Stevoisiak,181240,"Nov 24, 2022 at 18:45",1,98,0,"['minecraft-java-edition', 'minecraft-commands']",False,False
Is it possible to change a Pokémon’s tera-type?,400377,Wondercricket,124566,"Nov 24, 2022 at 17:25",4,853,1,['yu-gi-oh-master-duel'],False,False
How does STAB work with Terastalized Pokémon?,400374,STC,297448,"Nov 24, 2022 at 13:30",4,6k,1,['game-identification'],True,False
Are saves from Burnout Paradise: The Ultimate Box compatible with Burnout Paradise Remastered?,400369,Stevoisiak,181240,"Nov 24, 2022 at 5:19",1,41,1,['cities-skylines'],False,False
Do smashed billboards count toward your total progress during Showtime?,400367,Stevoisiak,181240,"Nov 24, 2022 at 4:02",0,16,1,['minecraft-bedrock-edition'],False,False
Is this an accurate description of how armor works across the Dark Souls series in PvE?,400366,Ben S.,181240,"Nov 24, 2022 at 1:16",0,114,1,"['minecraft-commands', 'cheats']",False,False
What is fastest way to obtain Cyberpsychosis quickhack?,400365,ConcernedCoder,297427,"Nov 24, 2022 at 1:10",0,131,0,"['minecraft-commands', 'minecraft-bedrock-edition']",False,False
PUBG no longer loads from Steam while BattlEye log saying TslGame.exe blocked,400362,Dims,93665,"Nov 23, 2022 at 20:19",0,21,0,['minecraft-java-edition'],False,False
Is there any way to bypass the enchantment limit on Minecraft?,400360,berriz,281496,"Nov 23, 2022 at 14:19",-1,142,1,['fifa-18'],True,False
How to get Power! and ????? achievements in Atomas?,400358,Yessirrr,297403,"Nov 23, 2022 at 3:56",1,151,0,"['pc', 'controllers']",True,False
